operator_name,task_type,call_count,kernel_duration_total_us,kernel_duration_total_ms,kernel_duration_avg_us,wait_time_total_us,wait_time_avg_us,total_cost_us,step_kernel_share_percent
aclnnBitwiseAndTensor_LogicalAndAiCore_LogicalAnd,AI_CORE,1468,1835.521000,1.835521,1.250355,25083.282000,17.086704,26918.803000,0.095174967
aclnnSign_SignAiCore_Sign,AI_CORE,213,1810.970000,1.810970,8.502207,6418.797000,30.135197,8229.767000,0.093901955
aclnnConvolution_TransDataFzToDst_TransData,AI_CORE,18,1770.826000,1.770826,98.379222,1.210000,0.067222,1772.036000,0.091820419
aclnnIndexPutImpl_BroadcastToAiCore_BroadcastTo,AI_CORE,1593,1748.527000,1.748527,1.097632,198687.601000,124.725424,200436.128000,0.090664177
aclnnDropoutDoMask_DropoutDoMaskAiCore_DropOutDoMask,AI_CORE,4,1706.566000,1.706566,426.641500,0.147000,0.036750,1706.713000,0.088488425
aclnnInplaceNanToNum_NanToNumAiCore_NanToNum,AI_CORE,559,1697.545000,1.697545,3.036753,8556.893000,15.307501,10254.438000,0.088020671
aclnnMatmul_MatMulCommon_MemSet,AI_CORE,32,1664.927000,1.664927,52.028969,545.103000,17.034469,2210.030000,0.086329371
aclnnSub_BroadcastToAiCore_BroadcastTo,AI_CORE,256,1625.220000,1.625220,6.348516,21758.330000,84.993477,23383.550000,0.084270493
aclnnLinalgVectorNorm_BroadcastToAiCore_BroadcastTo,AI_CORE,256,1486.307000,1.486307,5.805887,3555.862000,13.890086,5042.169000,0.077067612
aclnnMinDim_Min2AiCore_ArgMinWithValue,AI_CORE,232,1474.132000,1.474132,6.354017,6734.483000,29.027944,8208.615000,0.076436317
aclnnGeScalar_GreaterEqual_GreaterEqual,AI_CORE,987,1457.222000,1.457222,1.476415,1811.674000,1.835536,3268.896000,0.075559504
aclnnAbs_AbsAiCore_Abs,AI_CORE,217,1436.796000,1.436796,6.621180,3766.755000,17.358318,5203.551000,0.074500380
aclnnAdd_SliceAiCore_Slice,AI_CORE,20,1425.833000,1.425833,71.291650,1561.126000,78.056300,2986.959000,0.073931929
aclnnUpsampleBilinear2d_TransDataSpecial_TransData,AI_CORE,4,1407.931000,1.407931,351.982750,0.308000,0.077000,1408.239000,0.073003680
aclnnLeScalar_LessEqualAiCore_LessEqual,AI_CORE,977,1401.337000,1.401337,1.434327,1486.517000,1.521512,2887.854000,0.072661769
aclnnSubs_SubAiCore_Sub,AI_CORE,716,1400.067000,1.400067,1.955401,12898.752000,18.015017,14298.819000,0.072595917
hcom_allReduce__612_3_1,HCCL,1,1375.753000,1.375753,1375.753000,0.000000,0.000000,1375.753000,0.071335194
aclnnDivs_BroadcastToAiCore_BroadcastTo,AI_CORE,4,1349.633000,1.349633,337.408250,246.972000,61.743000,1596.605000,0.069980826
aclnnCast_BroadcastToAiCore_BroadcastTo,AI_CORE,128,1336.450000,1.336450,10.441016,317.111000,2.477430,1653.561000,0.069297265
hcom_allReduce__612_5_1,HCCL,1,1254.315000,1.254315,1254.315000,0.000000,0.000000,1254.315000,0.065038422
aclnnUpsampleNearest2dV2_ResizeNearestNeighborV2AICORE_ResizeNearestNeighborV2,AI_CORE,2,1239.316000,1.239316,619.658000,0.026000,0.013000,1239.342000,0.064260698
aclnnSWhere_BroadcastToAiCore_BroadcastTo,AI_CORE,204,1230.049000,1.230049,6.029652,3840.676000,18.826843,5070.725000,0.063780187
aclnnReduceSum_TransposeAiCore_Transpose,AI_CORE,7,1200.974000,1.200974,171.567714,2.038000,0.291143,1203.012000,0.062272598
aclnnForeachMulScalarV2_ForeachMulScalarV2_ForeachMulScalar,AI_CORE,36,1188.857000,1.188857,33.023806,1896.484000,52.680111,3085.341000,0.061644310
hcom_allReduce__612_2_1,HCCL,1,1188.336000,1.188336,1188.336000,0.000000,0.000000,1188.336000,0.061617296
hcom_allReduce__612_4_1,HCCL,1,1149.557000,1.149557,1149.557000,0.000000,0.000000,1149.557000,0.059606537
aclnnAdd_AxpyAiCore_Axpy,AI_CORE,311,1071.195000,1.071195,3.444357,8556.491000,27.512833,9627.686000,0.055543330
aclnnTriu_Triu_Triu,AI_CORE,128,1067.727000,1.067727,8.341617,1874.372000,14.643531,2942.099000,0.055363508
aclnnDropoutGenMaskV2_DSAGenBitMask_DSAGenBitMask,AI_CORE,2,989.180000,0.989180,494.590000,0.000000,0.000000,989.180000,0.051290709
aclnnUpsampleBilinear2d_TransData_TransData,AI_CORE,2,978.259000,0.978259,489.129500,0.000000,0.000000,978.259000,0.050724436
aclnnPowTensorScalar_PowsAiCore_Pows,AI_CORE,470,970.828000,0.970828,2.065591,11291.606000,24.024694,12262.434000,0.050339126
aclnnRepeatInterleaveIntWithDim_RepeatInterleaveV2_RepeatInterleave,AI_CORE,4,967.480000,0.967480,241.870000,0.790000,0.197500,968.270000,0.050165526
aclnnStack_TransposeAiCore_Transpose,AI_CORE,2,958.400000,0.958400,479.200000,734.911000,367.455500,1693.311000,0.049694713
aclnnDiv_BroadcastToAiCore_BroadcastTo,AI_CORE,132,951.363000,0.951363,7.207295,8292.732000,62.823727,9244.095000,0.049329832
ForeachMulList,AI_CORE,32,901.862000,0.901862,28.183188,2432.680000,76.021250,3334.542000,0.046763119
aclnnClampMin_ClipByValueV2AiCore_ClipByValueV2,AI_CORE,212,874.501000,0.874501,4.125005,1183.964000,5.584736,2058.465000,0.045344403
aclnnMuls_CastAiCore_Cast,AI_CORE,800,812.142000,0.812142,1.015178,21226.677000,26.533346,22038.819000,0.042110980
aclnnGridSampler2D_TransposeAiCore_Transpose,AI_CORE,1,794.684000,0.794684,794.684000,57.430000,57.430000,852.114000,0.041205752
aclnnRsubs_SubAiCore_Sub,AI_CORE,486,778.662000,0.778662,1.602185,11866.050000,24.415741,12644.712000,0.040374984
hcom_allReduce__612_1_1,HCCL,1,717.466000,0.717466,717.466000,0.226000,0.226000,717.692000,0.037201864
